play,dataline,actsceneline,actscene,act,scene,line,player,playerline,annotation,highlight,objectid
Romeo and Juliet,87084,3.2.69,3.2,3,2,69,JULIET,"Then, dreadful trumpet, sound the general doom!",,,
Romeo and Juliet,87085,3.2.70,3.2,3,2,70,JULIET,"For who is living, if those two are gone?",,,
Romeo and Juliet,87086,3.2.71,3.2,3,2,71,Nurse,"Tybalt is gone, and Romeo banished,",,,
Romeo and Juliet,87087,3.2.72,3.2,3,2,72,Nurse,"Romeo that kill'd him, he is banished.",,,
Romeo and Juliet,87088,3.2.73,3.2,3,2,73,JULIET,O God! did Romeo's hand shed Tybalt's blood?,,,
Romeo and Juliet,87089,3.2.74,3.2,3,2,74,Nurse,"It did, it did, alas the day, it did!",,,
Romeo and Juliet,87090,3.2.75,3.2,3,2,75,JULIET,"O serpent heart, hid with a flowering face!",,,
Romeo and Juliet,87091,3.2.76,3.2,3,2,76,JULIET,Did ever dragon keep so fair a cave?,,,
Romeo and Juliet,87092,3.2.77,3.2,3,2,77,JULIET,Beautiful tyrant! fiend angelical!,,,
Romeo and Juliet,87093,3.2.78,3.2,3,2,78,JULIET,Dove-feather'd raven! wolvish-ravening lamb!,,,
Romeo and Juliet,87094,3.2.79,3.2,3,2,79,JULIET,Despised substance of divinest show!,,,
Romeo and Juliet,87095,3.2.80,3.2,3,2,80,JULIET,"Just opposite to what thou justly seem'st,",,,
Romeo and Juliet,87096,3.2.81,3.2,3,2,81,JULIET,"A damned saint, an honourable villain!",,,
Romeo and Juliet,87097,3.2.82,3.2,3,2,82,JULIET,"O nature, what hadst thou to do in hell,",,,
Romeo and Juliet,87098,3.2.83,3.2,3,2,83,JULIET,When thou didst bower the spirit of a fiend,,,
Romeo and Juliet,87099,3.2.84,3.2,3,2,84,JULIET,In moral paradise of such sweet flesh?,,,
Romeo and Juliet,87100,3.2.85,3.2,3,2,85,JULIET,Was ever book containing such vile matter,,,
Romeo and Juliet,87101,3.2.86,3.2,3,2,86,JULIET,So fairly bound? O that deceit should dwell,,,
Romeo and Juliet,87102,3.2.87,3.2,3,2,87,JULIET,In such a gorgeous palace!,,,
Romeo and Juliet,87103,3.2.88,3.2,3,2,88,Nurse,"There's no trust,",,,
Romeo and Juliet,87104,3.2.89,3.2,3,2,89,Nurse,"No faith, no honesty in men, all perjured,",,,
Romeo and Juliet,87105,3.2.90,3.2,3,2,90,Nurse,"All forsworn, all naught, all dissemblers.",,,
Romeo and Juliet,87106,3.2.91,3.2,3,2,91,Nurse,"Ah, where's my man? give me some aqua vitae:",,,
Romeo and Juliet,87107,3.2.92,3.2,3,2,92,Nurse,"These griefs, these woes, these sorrows make me old.",,,
Romeo and Juliet,87108,3.2.93,3.2,3,2,93,Nurse,Shame come to Romeo!,,,
Romeo and Juliet,87109,3.2.94,3.2,3,2,94,JULIET,Blister'd be thy tongue,,,
Romeo and Juliet,87110,3.2.95,3.2,3,2,95,JULIET,For such a wish! he was not born to shame:,,,
Romeo and Juliet,87111,3.2.96,3.2,3,2,96,JULIET,"Upon his brow shame is ashamed to sit,",,,
Romeo and Juliet,87112,3.2.97,3.2,3,2,97,JULIET,For 'tis a throne where honour may be crown'd,,,
Romeo and Juliet,87113,3.2.98,3.2,3,2,98,JULIET,Sole monarch of the universal earth.,,,
Romeo and Juliet,87114,3.2.99,3.2,3,2,99,JULIET,"O, what a beast was I to chide at him!",,,
Romeo and Juliet,87115,3.2.100,3.2,3,2,100,Nurse,Will you speak well of him that kill'd your cousin?,,,
Romeo and Juliet,87116,3.2.101,3.2,3,2,101,JULIET,Shall I speak ill of him that is my husband?,,,
Romeo and Juliet,87117,3.2.102,3.2,3,2,102,JULIET,"Ah, poor my lord, what tongue shall smooth thy name,",,,
Romeo and Juliet,87118,3.2.103,3.2,3,2,103,JULIET,"When I, thy three-hours wife, have mangled it?",,,
Romeo and Juliet,87119,3.2.104,3.2,3,2,104,JULIET,"But, wherefore, villain, didst thou kill my cousin?",,,
Romeo and Juliet,87120,3.2.105,3.2,3,2,105,JULIET,That villain cousin would have kill'd my husband:,,,
Romeo and Juliet,87121,3.2.106,3.2,3,2,106,JULIET,"Back, foolish tears, back to your native spring,",,,
Romeo and Juliet,87122,3.2.107,3.2,3,2,107,JULIET,"Your tributary drops belong to woe,",,,
Romeo and Juliet,87123,3.2.108,3.2,3,2,108,JULIET,"Which you, mistaking, offer up to joy.",,,
Romeo and Juliet,87124,3.2.109,3.2,3,2,109,JULIET,"My husband lives, that Tybalt would have slain,",,,
Romeo and Juliet,87125,3.2.110,3.2,3,2,110,JULIET,"And Tybalt's dead, that would have slain my husband:",,,
Romeo and Juliet,87126,3.2.111,3.2,3,2,111,JULIET,"All this is comfort, wherefore weep I then?",,,
Romeo and Juliet,87127,3.2.112,3.2,3,2,112,JULIET,"Some word there was, worser than Tybalt's death,",,,
Romeo and Juliet,87128,3.2.113,3.2,3,2,113,JULIET,"That murder'd me: I would forget it fain,",,,
Romeo and Juliet,87129,3.2.114,3.2,3,2,114,JULIET,"But, O, it presses to my memory,",,,
Romeo and Juliet,87130,3.2.115,3.2,3,2,115,JULIET,Like damned guilty deeds to sinners' minds:,,,
Romeo and Juliet,87131,3.2.116,3.2,3,2,116,JULIET,"'Tybalt is dead, and Romeo--banished,'",,,
Romeo and Juliet,87132,3.2.117,3.2,3,2,117,JULIET,"That 'banished,' that one word 'banished,'",,,
Romeo and Juliet,87133,3.2.118,3.2,3,2,118,JULIET,Hath slain ten thousand Tybalts. Tybalt's death,,,
Romeo and Juliet,87134,3.2.119,3.2,3,2,119,JULIET,"Was woe enough, if it had ended there:",,,
Romeo and Juliet,87135,3.2.120,3.2,3,2,120,JULIET,"Or, if sour woe delights in fellowship",,,
Romeo and Juliet,87136,3.2.121,3.2,3,2,121,JULIET,"And needly will be rank'd with other griefs,",,,
Romeo and Juliet,87137,3.2.122,3.2,3,2,122,JULIET,"Why follow'd not, when she said 'Tybalt's dead,'",,,
Romeo and Juliet,87138,3.2.123,3.2,3,2,123,JULIET,"Thy father, or thy mother, nay, or both,",,,
Romeo and Juliet,87139,3.2.124,3.2,3,2,124,JULIET,Which modern lamentations might have moved?,,,
Romeo and Juliet,87140,3.2.125,3.2,3,2,125,JULIET,"But with a rear-ward following Tybalt's death,",,,
Romeo and Juliet,87141,3.2.126,3.2,3,2,126,JULIET,"'Romeo is banished,' to speak that word,",,,
Romeo and Juliet,87142,3.2.127,3.2,3,2,127,JULIET,"Is father, mother, Tybalt, Romeo, Juliet,",,,
Romeo and Juliet,87143,3.2.128,3.2,3,2,128,JULIET,"All slain, all dead. 'Romeo is banished!'",,,
Romeo and Juliet,87144,3.2.129,3.2,3,2,129,JULIET,"There is no end, no limit, measure, bound,",,,
Romeo and Juliet,87145,3.2.130,3.2,3,2,130,JULIET,"In that word's death, no words can that woe sound.",,,
Romeo and Juliet,87146,3.2.131,3.2,3,2,131,JULIET,"Where is my father, and my mother, nurse?",,,
Romeo and Juliet,87147,3.2.132,3.2,3,2,132,Nurse,Weeping and wailing over Tybalt's corse:,,,
Romeo and Juliet,87148,3.2.133,3.2,3,2,133,Nurse,Will you go to them? I will bring you thither.,,,
Romeo and Juliet,87149,3.2.134,3.2,3,2,134,JULIET,"Wash they his wounds with tears: mine shall be spent,",,,
Romeo and Juliet,87150,3.2.135,3.2,3,2,135,JULIET,"When theirs are dry, for Romeo's banishment.",,,
Romeo and Juliet,87151,3.2.136,3.2,3,2,136,JULIET,"Take up those cords: poor ropes, you are beguiled,",,,
Romeo and Juliet,87152,3.2.137,3.2,3,2,137,JULIET,"Both you and I, for Romeo is exiled:",,,
Romeo and Juliet,87153,3.2.138,3.2,3,2,138,JULIET,"He made you for a highway to my bed,",,,
Romeo and Juliet,87154,3.2.139,3.2,3,2,139,JULIET,"But I, a maid, die maiden-widowed.",,,
Romeo and Juliet,87155,3.2.140,3.2,3,2,140,JULIET,"Come, cords, come, nurse, I'll to my wedding-bed,",,,
Romeo and Juliet,87156,3.2.141,3.2,3,2,141,JULIET,"And death, not Romeo, take my maidenhead!",,,
Romeo and Juliet,87157,3.2.142,3.2,3,2,142,Nurse,Hie to your chamber: I'll find Romeo,,,
Romeo and Juliet,87158,3.2.143,3.2,3,2,143,Nurse,To comfort you: I wot well where he is.,,,
Romeo and Juliet,87159,3.2.144,3.2,3,2,144,Nurse,"Hark ye, your Romeo will be here at night:",,,
Romeo and Juliet,87160,3.2.145,3.2,3,2,145,Nurse,"I'll to him, he is hid at Laurence' cell.",,,
Romeo and Juliet,87161,3.2.146,3.2,3,2,146,JULIET,"O, find him! give this ring to my true knight,",,,
Romeo and Juliet,87162,3.2.147,3.2,3,2,147,JULIET,And bid him come to take his last farewell.,,,
Romeo and Juliet,87163,,3.2,3,2,,StageDirection,Exeunt,,,
Romeo and Juliet,87164,,3.3,3,3,,StageDirection,SCENE III. Friar Laurence's cell.,,,
Romeo and Juliet,87165,,3.3,3,3,,StageDirection,Enter FRIAR LAURENCE,,,
Romeo and Juliet,87166,3.3.1,3.3,3,3,1,FRIAR LAURENCE,"Romeo, come forth, come forth, thou fearful man:",,,
Romeo and Juliet,87167,3.3.2,3.3,3,3,2,FRIAR LAURENCE,"Affliction is enamour'd of thy parts,",,,
Romeo and Juliet,87168,3.3.3,3.3,3,3,3,FRIAR LAURENCE,And thou art wedded to calamity.,,,
Romeo and Juliet,87169,,3.3,3,3,,StageDirection,Enter ROMEO,,,
Romeo and Juliet,87170,3.3.4,3.3,3,3,4,ROMEO,"Father, what news? what is the prince's doom?",,,
Romeo and Juliet,87171,3.3.5,3.3,3,3,5,ROMEO,"What sorrow craves acquaintance at my hand,",,,
Romeo and Juliet,87172,3.3.6,3.3,3,3,6,ROMEO,That I yet know not?,,,
Romeo and Juliet,87173,3.3.7,3.3,3,3,7,FRIAR LAURENCE,Too familiar,,,
Romeo and Juliet,87174,3.3.8,3.3,3,3,8,FRIAR LAURENCE,Is my dear son with such sour company:,,,
Romeo and Juliet,87175,3.3.9,3.3,3,3,9,FRIAR LAURENCE,I bring thee tidings of the prince's doom.,,,
Romeo and Juliet,87176,3.3.10,3.3,3,3,10,ROMEO,What less than dooms-day is the prince's doom?,,,
Romeo and Juliet,87177,3.3.11,3.3,3,3,11,FRIAR LAURENCE,"A gentler judgment vanish'd from his lips,",,,
Romeo and Juliet,87178,3.3.12,3.3,3,3,12,FRIAR LAURENCE,"Not body's death, but body's banishment.",,,
Romeo and Juliet,87179,3.3.13,3.3,3,3,13,ROMEO,"Ha, banishment! be merciful, say 'death,'",,,
Romeo and Juliet,87180,3.3.14,3.3,3,3,14,ROMEO,"For exile hath more terror in his look,",,,
Romeo and Juliet,87181,3.3.15,3.3,3,3,15,ROMEO,Much more than death: do not say 'banishment.',,,
Romeo and Juliet,87182,3.3.16,3.3,3,3,16,FRIAR LAURENCE,Hence from Verona art thou banished:,,,
Romeo and Juliet,87183,3.3.17,3.3,3,3,17,FRIAR LAURENCE,"Be patient, for the world is broad and wide.",,,
Romeo and Juliet,87184,3.3.18,3.3,3,3,18,ROMEO,"There is no world without Verona walls,",,,
Romeo and Juliet,87185,3.3.19,3.3,3,3,19,ROMEO,"But purgatory, torture, hell itself.",,,
Romeo and Juliet,87186,3.3.20,3.3,3,3,20,ROMEO,"Hence-banished is banish'd from the world,",,,
Romeo and Juliet,87187,3.3.21,3.3,3,3,21,ROMEO,"And world's exile is death: then banished,",,,
Romeo and Juliet,87188,3.3.22,3.3,3,3,22,ROMEO,"Is death mis-term'd: calling death banishment,",,,
Romeo and Juliet,87189,3.3.23,3.3,3,3,23,ROMEO,"Thou cutt'st my head off with a golden axe,",,,
Romeo and Juliet,87190,3.3.24,3.3,3,3,24,ROMEO,And smilest upon the stroke that murders me.,,,
Romeo and Juliet,87191,3.3.25,3.3,3,3,25,FRIAR LAURENCE,O deadly sin! O rude unthankfulness!,,,
Romeo and Juliet,87192,3.3.26,3.3,3,3,26,FRIAR LAURENCE,"Thy fault our law calls death, but the kind prince,",,,
Romeo and Juliet,87193,3.3.27,3.3,3,3,27,FRIAR LAURENCE,"Taking thy part, hath rush'd aside the law,",,,
Romeo and Juliet,87194,3.3.28,3.3,3,3,28,FRIAR LAURENCE,And turn'd that black word death to banishment:,,,
Romeo and Juliet,87195,3.3.29,3.3,3,3,29,FRIAR LAURENCE,"This is dear mercy, and thou seest it not.",,,
Romeo and Juliet,87196,3.3.30,3.3,3,3,30,ROMEO,"'Tis torture, and not mercy: heaven is here,",,,
Romeo and Juliet,87197,3.3.31,3.3,3,3,31,ROMEO,"Where Juliet lives, and every cat and dog",,,
Romeo and Juliet,87198,3.3.32,3.3,3,3,32,ROMEO,"And little mouse, every unworthy thing,",,,
Romeo and Juliet,87199,3.3.33,3.3,3,3,33,ROMEO,"Live here in heaven and may look on her,",,,
Romeo and Juliet,87200,3.3.34,3.3,3,3,34,ROMEO,"But Romeo may not: more validity,",,,
Romeo and Juliet,87201,3.3.35,3.3,3,3,35,ROMEO,"More honourable state, more courtship lives",,,
Romeo and Juliet,87202,3.3.36,3.3,3,3,36,ROMEO,In carrion-flies than Romeo: they my seize,,,
Romeo and Juliet,87203,3.3.37,3.3,3,3,37,ROMEO,On the white wonder of dear Juliet's hand,,,
Romeo and Juliet,87204,3.3.38,3.3,3,3,38,ROMEO,"And steal immortal blessing from her lips,",,,
Romeo and Juliet,87205,3.3.39,3.3,3,3,39,ROMEO,"Who even in pure and vestal modesty,",,,
Romeo and Juliet,87206,3.3.40,3.3,3,3,40,ROMEO,"Still blush, as thinking their own kisses sin,",,,
Romeo and Juliet,87207,3.3.41,3.3,3,3,41,ROMEO,"But Romeo may not, he is banished:",,,
Romeo and Juliet,87208,3.3.42,3.3,3,3,42,ROMEO,"Flies may do this, but I from this must fly:",,,
Romeo and Juliet,87209,3.3.43,3.3,3,3,43,ROMEO,"They are free men, but I am banished.",,,
Romeo and Juliet,87210,3.3.44,3.3,3,3,44,ROMEO,And say'st thou yet that exile is not death?,,,
Romeo and Juliet,87211,3.3.45,3.3,3,3,45,ROMEO,"Hadst thou no poison mix'd, no sharp-ground knife,",,,
Romeo and Juliet,87212,3.3.46,3.3,3,3,46,ROMEO,"No sudden mean of death, though ne'er so mean,",,,
Romeo and Juliet,87213,3.3.47,3.3,3,3,47,ROMEO,But 'banished' to kill me?--'banished'?,,,
Romeo and Juliet,87214,3.3.48,3.3,3,3,48,ROMEO,"O friar, the damned use that word in hell,",,,
Romeo and Juliet,87215,3.3.49,3.3,3,3,49,ROMEO,"Howlings attend it: how hast thou the heart,",,,
Romeo and Juliet,87216,3.3.50,3.3,3,3,50,ROMEO,"Being a divine, a ghostly confessor,",,,
Romeo and Juliet,87217,3.3.51,3.3,3,3,51,ROMEO,"A sin-absolver, and my friend profess'd,",,,
Romeo and Juliet,87218,3.3.52,3.3,3,3,52,ROMEO,To mangle me with that word 'banished'?,,,
Romeo and Juliet,87219,3.3.53,3.3,3,3,53,FRIAR LAURENCE,"Thou fond mad man, hear me but speak a word.",,,
Romeo and Juliet,87220,3.3.54,3.3,3,3,54,ROMEO,"O, thou wilt speak again of banishment.",,,
Romeo and Juliet,87221,3.3.55,3.3,3,3,55,FRIAR LAURENCE,I'll give thee armour to keep off that word:,,,
Romeo and Juliet,87222,3.3.56,3.3,3,3,56,FRIAR LAURENCE,"Adversity's sweet milk, philosophy,",,,
Romeo and Juliet,87223,3.3.57,3.3,3,3,57,FRIAR LAURENCE,"To comfort thee, though thou art banished.",,,
Romeo and Juliet,87224,3.3.58,3.3,3,3,58,ROMEO,Yet 'banished'? Hang up philosophy!,,,
Romeo and Juliet,87225,3.3.59,3.3,3,3,59,ROMEO,"Unless philosophy can make a Juliet,",,,
Romeo and Juliet,87226,3.3.60,3.3,3,3,60,ROMEO,"Displant a town, reverse a prince's doom,",,,
Romeo and Juliet,87227,3.3.61,3.3,3,3,61,ROMEO,"It helps not, it prevails not: talk no more.",,,
Romeo and Juliet,87228,3.3.62,3.3,3,3,62,FRIAR LAURENCE,"O, then I see that madmen have no ears.",,,
Romeo and Juliet,87229,3.3.63,3.3,3,3,63,ROMEO,"How should they, when that wise men have no eyes?",,,
Romeo and Juliet,87230,3.3.64,3.3,3,3,64,FRIAR LAURENCE,Let me dispute with thee of thy estate.,,,
Romeo and Juliet,87231,3.3.65,3.3,3,3,65,ROMEO,Thou canst not speak of that thou dost not feel:,,,
Romeo and Juliet,87232,3.3.66,3.3,3,3,66,ROMEO,"Wert thou as young as I, Juliet thy love,",,,
Romeo and Juliet,87233,3.3.67,3.3,3,3,67,ROMEO,"An hour but married, Tybalt murdered,",,,
Romeo and Juliet,87234,3.3.68,3.3,3,3,68,ROMEO,"Doting like me and like me banished,",,,
Romeo and Juliet,87235,3.3.69,3.3,3,3,69,ROMEO,"Then mightst thou speak, then mightst thou tear thy hair,",,,
Romeo and Juliet,87236,3.3.70,3.3,3,3,70,ROMEO,"And fall upon the ground, as I do now,",,,
Romeo and Juliet,87237,3.3.71,3.3,3,3,71,ROMEO,Taking the measure of an unmade grave.,,,
Romeo and Juliet,87238,,3.3,3,3,,StageDirection,Knocking within,,,
Romeo and Juliet,87239,3.3.72,3.3,3,3,72,FRIAR LAURENCE,"Arise, one knocks, good Romeo, hide thyself.",,,
Romeo and Juliet,87240,3.3.73,3.3,3,3,73,ROMEO,"Not I, unless the breath of heartsick groans,",,,
Romeo and Juliet,87241,3.3.74,3.3,3,3,74,ROMEO,"Mist-like, infold me from the search of eyes.",,,
Romeo and Juliet,87242,,3.3,3,3,,StageDirection,Knocking,,,
Romeo and Juliet,87243,3.3.75,3.3,3,3,75,FRIAR LAURENCE,"Hark, how they knock! Who's there? Romeo, arise,",,,
Romeo and Juliet,87244,3.3.76,3.3,3,3,76,FRIAR LAURENCE,"Thou wilt be taken. Stay awhile! Stand up,",,,
Romeo and Juliet,87245,,3.3,3,3,,StageDirection,Knocking,,,
Romeo and Juliet,87246,3.3.77,3.3,3,3,77,FRIAR LAURENCE,"Run to my study. By and by! God's will,",,,
Romeo and Juliet,87247,3.3.78,3.3,3,3,78,FRIAR LAURENCE,"What simpleness is this! I come, I come!",,,
Romeo and Juliet,87248,,3.3,3,3,,StageDirection,Knocking,,,
Romeo and Juliet,87249,3.3.79,3.3,3,3,79,FRIAR LAURENCE,Who knocks so hard? whence come you? what's your will?,,,
Romeo and Juliet,87250,3.3.80,3.3,3,3,80,Nurse,"[Within]  Let me come in, and you shall know",,,
Romeo and Juliet,87251,3.3.81,3.3,3,3,81,Nurse,"my errand,",,,
Romeo and Juliet,87252,3.3.82,3.3,3,3,82,Nurse,I come from Lady Juliet.,,,
Romeo and Juliet,87253,3.3.83,3.3,3,3,83,FRIAR LAURENCE,"Welcome, then.",,,
Romeo and Juliet,87254,,3.3,3,3,,StageDirection,Enter Nurse,,,
Romeo and Juliet,87255,3.3.84,3.3,3,3,84,Nurse,"O holy friar, O, tell me, holy friar,",,,
Romeo and Juliet,87256,3.3.85,3.3,3,3,85,Nurse,"Where is my lady's lord, where's Romeo?",,,
Romeo and Juliet,87257,3.3.86,3.3,3,3,86,FRIAR LAURENCE,"There on the ground, with his own tears made drunk.",,,
Romeo and Juliet,87258,3.3.87,3.3,3,3,87,Nurse,"O, he is even in my mistress' case,",,,
Romeo and Juliet,87259,3.3.88,3.3,3,3,88,Nurse,Just in her case! O woful sympathy!,,,
Romeo and Juliet,87260,3.3.89,3.3,3,3,89,Nurse,"Piteous predicament! Even so lies she,",,,
Romeo and Juliet,87261,3.3.90,3.3,3,3,90,Nurse,"Blubbering and weeping, weeping and blubbering.",,,
Romeo and Juliet,87262,3.3.91,3.3,3,3,91,Nurse,"Stand up, stand up, stand, and you be a man:",,,
Romeo and Juliet,87263,3.3.92,3.3,3,3,92,Nurse,"For Juliet's sake, for her sake, rise and stand,",,,
Romeo and Juliet,87264,3.3.93,3.3,3,3,93,Nurse,Why should you fall into so deep an O?,,,
Romeo and Juliet,87265,3.3.94,3.3,3,3,94,ROMEO,Nurse!,,,
Romeo and Juliet,87266,3.3.95,3.3,3,3,95,Nurse,"Ah sir! ah sir! Well, death's the end of all.",,,
Romeo and Juliet,87267,3.3.96,3.3,3,3,96,ROMEO,Spakest thou of Juliet? how is it with her?,,,
Romeo and Juliet,87268,3.3.97,3.3,3,3,97,ROMEO,"Doth she not think me an old murderer,",,,
Romeo and Juliet,87269,3.3.98,3.3,3,3,98,ROMEO,Now I have stain'd the childhood of our joy,,,
Romeo and Juliet,87270,3.3.99,3.3,3,3,99,ROMEO,With blood removed but little from her own?,,,
Romeo and Juliet,87271,3.3.100,3.3,3,3,100,ROMEO,Where is she? and how doth she? and what says,,,
Romeo and Juliet,87272,3.3.101,3.3,3,3,101,ROMEO,My conceal'd lady to our cancell'd love?,,,
Romeo and Juliet,87273,3.3.102,3.3,3,3,102,Nurse,"O, she says nothing, sir, but weeps and weeps,",,,
Romeo and Juliet,87274,3.3.103,3.3,3,3,103,Nurse,"And now falls on her bed, and then starts up,",,,
Romeo and Juliet,87275,3.3.104,3.3,3,3,104,Nurse,"And Tybalt calls, and then on Romeo cries,",,,
Romeo and Juliet,87276,3.3.105,3.3,3,3,105,Nurse,And then down falls again.,,,
Romeo and Juliet,87277,3.3.106,3.3,3,3,106,ROMEO,"As if that name,",,,
Romeo and Juliet,87278,3.3.107,3.3,3,3,107,ROMEO,"Shot from the deadly level of a gun,",,,
Romeo and Juliet,87279,3.3.108,3.3,3,3,108,ROMEO,"Did murder her, as that name's cursed hand",,,
Romeo and Juliet,87280,3.3.109,3.3,3,3,109,ROMEO,"Murder'd her kinsman. O, tell me, friar, tell me,",,,
Romeo and Juliet,87281,3.3.110,3.3,3,3,110,ROMEO,In what vile part of this anatomy,,,
Romeo and Juliet,87282,3.3.111,3.3,3,3,111,ROMEO,"Doth my name lodge? tell me, that I may sack",,,
Romeo and Juliet,87283,3.3.112,3.3,3,3,112,ROMEO,The hateful mansion.,,,
Romeo and Juliet,87284,,3.3,3,3,,StageDirection,Drawing his sword,,,
Romeo and Juliet,87285,3.3.113,3.3,3,3,113,FRIAR LAURENCE,Hold thy desperate hand:,,,
Romeo and Juliet,87286,3.3.114,3.3,3,3,114,FRIAR LAURENCE,Art thou a man? thy form cries out thou art:,,,
Romeo and Juliet,87287,3.3.115,3.3,3,3,115,FRIAR LAURENCE,"Thy tears are womanish, thy wild acts denote",,,
Romeo and Juliet,87288,3.3.116,3.3,3,3,116,FRIAR LAURENCE,The unreasonable fury of a beast:,,,
Romeo and Juliet,87289,3.3.117,3.3,3,3,117,FRIAR LAURENCE,Unseemly woman in a seeming man!,,,
Romeo and Juliet,87290,3.3.118,3.3,3,3,118,FRIAR LAURENCE,Or ill-beseeming beast in seeming both!,,,
Romeo and Juliet,87291,3.3.119,3.3,3,3,119,FRIAR LAURENCE,"Thou hast amazed me: by my holy order,",,,
Romeo and Juliet,87292,3.3.120,3.3,3,3,120,FRIAR LAURENCE,I thought thy disposition better temper'd.,,,
Romeo and Juliet,87293,3.3.121,3.3,3,3,121,FRIAR LAURENCE,Hast thou slain Tybalt? wilt thou slay thyself?,,,
Romeo and Juliet,87294,3.3.122,3.3,3,3,122,FRIAR LAURENCE,"And stay thy lady too that lives in thee,",,,
Romeo and Juliet,87295,3.3.123,3.3,3,3,123,FRIAR LAURENCE,By doing damned hate upon thyself?,,,
Romeo and Juliet,87296,3.3.124,3.3,3,3,124,FRIAR LAURENCE,"Why rail'st thou on thy birth, the heaven, and earth?",,,
Romeo and Juliet,87297,3.3.125,3.3,3,3,125,FRIAR LAURENCE,"Since birth, and heaven, and earth, all three do meet",,,
Romeo and Juliet,87298,3.3.126,3.3,3,3,126,FRIAR LAURENCE,"In thee at once, which thou at once wouldst lose.",,,
Romeo and Juliet,87299,3.3.127,3.3,3,3,127,FRIAR LAURENCE,"Fie, fie, thou shamest thy shape, thy love, thy wit,",,,
Romeo and Juliet,87300,3.3.128,3.3,3,3,128,FRIAR LAURENCE,"Which, like a usurer, abound'st in all,",,,
Romeo and Juliet,87301,3.3.129,3.3,3,3,129,FRIAR LAURENCE,And usest none in that true use indeed,,,
Romeo and Juliet,87302,3.3.130,3.3,3,3,130,FRIAR LAURENCE,"Which should bedeck thy shape, thy love, thy wit:",,,
Romeo and Juliet,87303,3.3.131,3.3,3,3,131,FRIAR LAURENCE,"Thy noble shape is but a form of wax,",,,
Romeo and Juliet,87304,3.3.132,3.3,3,3,132,FRIAR LAURENCE,"Digressing from the valour of a man,",,,
Romeo and Juliet,87305,3.3.133,3.3,3,3,133,FRIAR LAURENCE,"Thy dear love sworn but hollow perjury,",,,
Romeo and Juliet,87306,3.3.134,3.3,3,3,134,FRIAR LAURENCE,"Killing that love which thou hast vow'd to cherish,",,,
Romeo and Juliet,87307,3.3.135,3.3,3,3,135,FRIAR LAURENCE,"Thy wit, that ornament to shape and love,",,,
Romeo and Juliet,87308,3.3.136,3.3,3,3,136,FRIAR LAURENCE,"Misshapen in the conduct of them both,",,,
Romeo and Juliet,87309,3.3.137,3.3,3,3,137,FRIAR LAURENCE,"Like powder in a skitless soldier's flask,",,,
